PracticeCode,Practice name,CCGCode,ListSize,AF,AFAchievement,BPAchievement,CVD,CVDAchievement,CHD,CHDAchievemen,HF,HFAchievement,HYP,HYPAchievement,PAD,PAdAchievement
C86019,THE SCOTT PRACTICE,E38000044,13479,201,100.00,100.00,73,100.00,383,100.00,113,100.00,1613,100.00,83,100.00
C86020,ST.JOHNS GROUP PRACTICE,E38000044,9210,171,100.00,97.87,50,100.00,341,90.94,100,100.00,1509,100.00,96,95.83
C86021,WHITE HOUSE FARM MEDICAL CENTRE,E38000044,6406,132,100.00,99.40,46,100.00,279,94.17,44,100.00,1028,100.00,30,100.00
C86022,THE SANDRINGHAM PRACTICE,E38000044,9229,180,100.00,100.00,40,100.00,337,100.00,66,100.00,1380,100.00,76,100.00
C86023,BENTLEY SURGERY,E38000044,7188,119,100.00,100.00,57,100.00,244,100.00,48,100.00,987,100.00,60,100.00
C86024,CONISBROUGH GROUP PRACTICE,E38000044,10207,221,100.00,100.00,41,100.00,393,100.00,112,100.00,1720,100.00,112,100.00
C86025,FRANCES STREET MEDICAL CENTRE,E38000044,7426,164,100.00,100.00,45,100.00,315,100.00,90,100.00,1092,100.00,85,100.00
C86026,EDLINGTON HEALTH CENTRE PRACTICE,E38000044,4592,77,100.00,100.00,19,100.00,192,97.31,36,100.00,660,100.00,61,100.00
C86029,ST VINCENT MEDICAL CENTRE,E38000044,14957,241,100.00,100.00,62,100.00,497,92.17,119,100.00,2113,100.00,83,100.00
C86030,THE PHOENIX MEDICAL PRACT,E38000044,1891,41,100.00,100.00,17,100.00,93,100.00,17,100.00,318,100.00,15,100.00
C86032,SCAWSBY HEALTH CENTRE PRACTICE,E38000044,5911,97,100.00,99.60,19,100.00,185,95.71,50,100.00,763,100.00,34,91.17
C86033,THE NAYAR PRACTICE,E38000044,4518,65,100.00,100.00,30,100.00,158,100.00,36,100.00,596,100.00,51,100.00
C86034,THE NEW SURGERY,E38000044,6816,109,100.00,100.00,51,100.00,272,100.00,96,100.00,938,100.00,82,100.00
C86037,FIELD ROAD SURGERY,E38000044,10503,232,100.00,100.00,65,100.00,475,100.00,122,100.00,1773,100.00,80,100.00
C86038,PETERSGATE MEDICAL CENTRE,E38000044,8726,179,100.00,100.00,63,100.00,353,100.00,85,100.00,1333,100.00,79,100.00
C86039,THE VILLAGE PRACTICE,E38000044,5445,104,100.00,100.00,33,100.00,223,100.00,37,100.00,896,100.00,55,100.00
C86605,ASKERN MEDICAL PRACTICE,E38000044,8702,163,100.00,100.00,87,100.00,348,100.00,80,100.00,1530,100.00,113,100.00
C86606,BARNBURGH SURGERY,E38000044,2411,61,100.00,100.00,11,100.00,92,93.86,20,100.00,456,100.00,18,99.33
C86609,AUCKLEY SURGERY,E38000044,2922,42,100.00,100.00,32,100.00,84,95.46,14,100.00,533,100.00,16,100.00
C86611,DUNSVILLE MEDICAL CENTRE,E38000044,5143,103,100.00,100.00,26,100.00,206,100.00,42,100.00,787,100.00,34,100.00
C86613,THE NELSON PRACTICE,E38000044,3895,97,100.00,100.00,32,100.00,146,100.00,35,100.00,622,100.00,24,100.00
C86614,THORNE MOOR MEDICAL PRACTICE,E38000044,8398,152,100.00,100.00,25,100.00,324,96.74,58,100.00,1243,100.00,43,100.00
C86616,CHURCH VIEW SURGERY,E38000044,4246,81,100.00,100.00,68,53.30,161,100.00,46,100.00,790,100.00,40,100.00
C86621,WEST END CLINIC,E38000044,4833,97,100.00,100.00,3,100.00,216,100.00,36,100.00,775,100.00,34,100.00
C86623,DR ME SHEIKH'S PRACTICE,E38000044,1940,40,100.00,100.00,2,100.00,86,100.00,17,100.00,230,100.00,25,100.00
C86625,CONISBROUGH MEDICAL PRACTICE,E38000044,1815,34,100.00,100.00,6,100.00,52,100.00,28,100.00,323,100.00,16,100.00
C86626,PARK VIEW SURGERY,E38000044,2467,31,100.00,100.00,11,100.00,67,100.00,16,100.00,369,100.00,20,100.00
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,E38000044,:,:,100.00,82.60,:,100.00,:,96.74,22,100.00,:,84.81,:,100.00
B81004,EASTGATE MEDICAL GROUP  HORNSEA,E38000052,12317,330,100.00,100.00,129,100.00,700,99.86,94,100.00,2757,100.00,129,100.00
B81006,MANOR HOUSE SURGERY  BRIDLINGTON,E38000052,8716,304,100.00,100.00,59,100.00,659,99.66,131,100.00,1998,100.00,134,98.33
B81009,MARKET WEIGHTON GROUP PRACTICE,E38000052,9116,177,100.00,95.33,51,100.00,367,95.14,80,100.00,1566,100.00,41,97.50
B81010,HESSLE GRANGE MEDICAL PRACTICE,E38000052,13253,243,96.21,97.60,49,80.00,560,86.74,74,78.45,2052,100.00,79,81.00
B81013,MONTAGUE MEDICAL PRACTICE,E38000052,9260,159,100.00,95.00,32,100.00,364,96.06,96,96.76,1191,100.00,43,84.67
B81014,PRACTICE TWO,E38000052,7182,205,100.00,100.00,26,100.00,480,96.31,77,96.55,1168,100.00,47,98.50
B81024,THE WILLERBY SURGERY,E38000052,8741,229,100.00,100.00,38,100.00,371,96.37,68,100.00,1349,96.85,38,99.33
B81025,SOUTH HOLDERNESS MEDICAL PRACTICE,E38000052,12334,350,100.00,100.00,77,100.00,775,98.60,145,100.00,2393,100.00,148,100.00
B81029,THE SNAITH AND RAWCLIFFE MEDICAL GROUP,E38000052,10157,198,100.00,100.00,86,100.00,449,100.00,62,100.00,1596,100.00,79,100.00
B81034,LEVEN & BEEFORD MEDICAL PRACTICE,E38000052,10993,233,100.00,100.00,79,100.00,543,100.00,63,100.00,1815,100.00,75,100.00
B81037,THE PARK SURGERY,E38000052,15146,352,100.00,100.00,129,100.00,740,98.69,214,100.00,2604,100.00,130,100.00
B81041,GILBERDYKE HEALTH CENTRE,E38000052,6158,113,100.00,99.27,19,100.00,264,100.00,34,100.00,842,91.54,26,100.00
B81042,DR AD UNDERWOOD AND PARTNERS,E38000052,12156,249,100.00,100.00,60,100.00,478,100.00,66,100.00,1843,100.00,74,100.00
B81050,HEDON GROUP PRACTICE,E38000052,11872,249,100.00,97.73,57,100.00,580,100.00,81,100.00,2201,100.00,105,100.00
B81051,OLD FIRE STATION SURGERY,E38000052,10426,215,100.00,100.00,54,100.00,426,90.43,92,100.00,1476,100.00,62,99.50
B81060,FIELD HOUSE SURGERY  BRIDLINGTON,E38000052,8204,249,58.28,99.73,50,100.00,556,58.69,81,83.79,1737,40.92,95,75.67
B81061,THE RIDINGS MEDICAL GROUP,E38000052,20714,397,100.00,98.07,197,100.00,713,99.37,195,100.00,3269,100.00,98,100.00
B81062,CHURCH VIEW SURGERY  HEDON,E38000052,11701,237,100.00,100.00,128,100.00,615,96.83,83,100.00,2011,100.00,109,100.00
B81068,BARTHOLOMEW MEDICAL GROUP,E38000052,16035,334,100.00,100.00,100,100.00,768,100.00,202,100.00,2551,100.00,109,100.00
B81069,PRACTICE 3  MEDICAL CENTRE  BRIDLINGTON,E38000052,9886,306,100.00,100.00,72,100.00,659,100.00,177,100.00,2312,100.00,187,100.00
B81070,PRACTICE ONE,E38000052,5813,179,100.00,100.00,20,100.00,340,100.00,77,100.00,1197,100.00,53,99.33
B81082,NORTH BEVERLEY MEDICAL CENTRE,E38000052,5947,98,100.00,96.73,57,0.00,224,96.29,30,100.00,736,100.00,37,97.83
B81084,COTTINGHAM MEDICAL CENTRE,E38000052,7737,154,100.00,97.93,50,100.00,377,89.29,27,100.00,1394,98.27,65,97.17
B81088,HOWDEN MEDICAL PRACTICE,E38000052,7184,166,100.00,100.00,150,100.00,326,100.00,46,100.00,1186,100.00,47,100.00
B81092,THE MEDICAL CENTRE  DRIFFIELD,E38000052,10361,232,100.00,100.00,74,100.00,560,100.00,95,100.00,1844,100.00,83,100.00
B81100,DR AC MILNER,E38000052,2904,67,100.00,100.00,12,100.00,143,100.00,18,100.00,451,100.00,17,98.33
B81101,GREENGATES MEDICAL GROUP,E38000052,5764,115,100.00,100.00,41,100.00,199,92.46,54,100.00,958,100.00,41,100.00
B81120,SAMMAN ROAD SURGERY,E38000052,1689,40,100.00,100.00,11,0.00,77,94.31,15,94.83,286,95.38,11,92.83
B81121,BEVERLEY & MOLESCROFT SURGERY,E38000052,2626,37,100.00,100.00,18,100.00,55,100.00,13,100.00,282,100.00,4,100.00
B81602,HANCOCKS ME,E38000052,2566,91,100.00,100.00,11,100.00,139,100.00,37,100.00,501,100.00,29,100.00
B81619,PARK VIEW SURGERY,E38000052,4167,67,100.00,100.00,16,100.00,148,94.37,12,100.00,484,100.00,14,100.00
B81622,WALKERGATE SURGERY,E38000052,4068,91,100.00,98.93,20,100.00,171,99.74,48,100.00,591,100.00,26,100.00
B81653,THE CHESTNUTS,E38000052,4470,69,100.00,100.00,31,100.00,154,100.00,29,100.00,615,100.00,16,97.17
B81658,PEELER HOUSE SURGERY,E38000052,1919,26,100.00,100.00,5,100.00,85,100.00,17,100.00,287,100.00,15,100.00
B81666,DR MITCHELL,E38000052,2235,30,100.00,100.00,7,100.00,69,100.00,9,100.00,267,100.00,8,100.00
Y02656,THE WOLDS VIEW PRIMARY CARE CENTRE,E38000052,2136,33,100.00,100.00,9,100.00,80,98.83,22,100.00,239,100.00,11,86.17
B85002,DEARNE VALLEY HEALTH CENTRE,E38000064,3861,77,100.00,100.00,28,100.00,146,100.00,43,100.00,495,100.00,28,100.00
B85005,SHEPLEY HEALTH CENTRE,E38000064,6376,157,100.00,100.00,33,100.00,239,97.69,45,100.00,889,100.00,46,100.00
B85006,ELMWOOD FAMILY DOCTORS,E38000064,12904,226,100.00,97.80,69,100.00,428,95.74,113,100.00,1897,100.00,84,100.00
B85010,DALTON SURGERY,E38000064,6599,89,100.00,100.00,130,100.00,216,86.66,38,100.00,735,99.27,38,96.33
B85011,COLNE VALLEY FAMILY DOCTORS,E38000064,6275,86,91.31,100.00,34,100.00,240,93.51,53,91.93,779,100.00,61,99.83
B85016,MELTHAM ROAD SURGERY,E38000064,9380,94,100.00,100.00,27,100.00,295,100.00,61,100.00,945,100.00,53,100.00
B85022,HONLEY SURGERY,E38000064,7916,167,100.00,100.00,50,100.00,323,100.00,76,100.00,1116,100.00,69,100.00
B85023,THE ALMONDBURY SURGERY,E38000064,6282,118,100.00,100.00,48,100.00,208,100.00,52,100.00,865,100.00,55,100.00
B85024,THE WATERLOO PRACTICE,E38000064,9405,204,100.00,100.00,47,100.00,410,100.00,143,100.00,1649,100.00,106,100.00
B85026,KIRKBURTON HEALTH CENTRE,E38000064,8014,163,100.00,100.00,46,100.00,282,94.63,78,100.00,1161,100.00,56,99.67
B85027,THE LINDLEY GROUP PRACT.,E38000064,10228,142,100.00,100.00,52,53.30,329,84.83,55,100.00,1361,100.00,51,93.00
B85028,THE GRANGE GROUP PRACTICE,E38000064,17053,227,100.00,100.00,47,100.00,686,96.20,114,100.00,2233,93.38,148,97.33
B85031,LEPTON AND KIRKHEATON SURGERIES,E38000064,7498,122,100.00,100.00,35,100.00,333,93.69,70,100.00,1171,100.00,55,100.00
B85032,MELTHAM GROUP PRACTICE,E38000064,6196,134,100.00,100.00,48,100.00,241,100.00,62,100.00,980,100.00,62,99.50
B85033,THE LINDLEY VILLAGE SURG.,E38000064,4727,79,100.00,100.00,29,20.00,136,67.09,43,100.00,730,70.19,34,66.17
B85036,DR BOULTON AND PARTNERS,E38000064,6999,117,100.00,100.00,53,0.00,262,85.57,51,100.00,1184,100.00,86,90.83
B85037,NEWSOME SURGERY,E38000064,6390,82,100.00,92.60,34,100.00,226,89.40,52,100.00,821,100.00,70,95.33
B85042,PADDOCK AND LONGWOOD FAMILY PRACTICE,E38000064,8771,82,100.00,100.00,20,100.00,252,100.00,61,100.00,1170,100.00,50,100.00
B85044,THORNTON LODGE SURGERY,E38000064,2461,4,100.00,100.00,11,100.00,56,79.11,7,100.00,252,91.92,4,90.00
B85048,WOODHOUSE HILL SURGERY,E38000064,3414,32,95.86,100.00,15,100.00,84,80.71,18,100.00,380,95.00,22,91.00
B85051,FIELDHEAD SURGERY,E38000064,8142,131,100.00,100.00,65,100.00,294,99.74,50,100.00,1118,100.00,72,100.00
B85054,COLNE VALLEY GROUP PRACTICE,E38000064,4416,80,100.00,100.00,16,100.00,180,100.00,44,100.00,657,100.00,31,100.00
B85058,DR GLENCROSS,E38000064,2457,32,100.00,100.00,10,100.00,89,100.00,15,100.00,289,100.00,15,100.00
B85059,SLAITHWAITE HEALTH CENTRE,E38000064,4709,61,100.00,100.00,7,100.00,152,100.00,20,100.00,535,100.00,31,100.00
B85060,DR EDARA & PARTNER,E38000064,2992,86,100.00,100.00,35,100.00,203,94.54,57,92.59,543,100.00,62,86.17
B85061,SKELMANTHORPE FAMILY DOCTORS,E38000064,9220,183,100.00,100.00,92,100.00,391,97.06,94,100.00,1407,100.00,44,100.00
B85062,UNIVERSITY HEALTH CENTRE,E38000064,12059,6,58.62,100.00,11,0.00,13,100.00,1,13.79,86,100.00,1,66.67
B85610,OAKLANDS HEALTH CENTRE,E38000064,8434,136,100.00,100.00,37,100.00,252,100.00,26,100.00,1053,100.00,60,100.00
B85611,DR HANDA  & PARTNER,E38000064,3370,25,100.00,100.00,16,100.00,118,97.03,18,100.00,486,100.00,25,100.00
B85614,DR AHMED & PARTNERS,E38000064,4663,15,100.00,100.00,12,100.00,178,100.00,26,100.00,460,100.00,14,100.00
B85623,MARSH SURGERY,E38000064,2754,20,100.00,91.93,11,100.00,92,100.00,30,100.00,333,92.65,16,100.00
B85634,DR KHALIQ,E38000064,3106,14,100.00,100.00,12,0.00,113,76.69,17,100.00,330,98.65,11,89.00
B85636,WESTBOURNE SURGERY,E38000064,3773,61,100.00,100.00,35,100.00,138,100.00,20,100.00,449,100.00,34,100.00
B85638,DR GILKAR,E38000064,4524,82,100.00,100.00,11,100.00,213,86.20,31,90.79,626,98.04,28,80.83
B85641,LOCKWOOD SURGERY,E38000064,4781,83,100.00,100.00,27,100.00,193,94.49,48,100.00,704,100.00,42,100.00
B85644,MELTHAM VILLAGE SURGERY,E38000064,2452,63,100.00,100.00,9,100.00,97,100.00,23,100.00,306,100.00,35,100.00
B85659,THE WHITEHOUSE CENTRE,E38000064,1436,1,100.00,100.00,5,0.00,8,63.51,1,34.48,52,57.08,1,66.67
B85660,THE JUNCTION SURGERY,E38000064,5298,84,100.00,100.00,38,100.00,194,100.00,33,100.00,718,100.00,39,100.00
Y04266,CROSLAND MOOR SURGERY,E38000064,4314,58,100.00,98.87,7,0.00,172,78.97,32,100.00,636,84.19,37,92.33
B86001,DR N SADDIQ'S PRACTICE,E38000096,2374,28,100.00,100.00,8,100.00,94,99.69,20,100.00,353,100.00,22,100.00
B86003,DR G LEES & PARTNERS,E38000096,14210,130,100.00,100.00,62,100.00,345,86.54,69,100.00,1208,87.12,140,78.50
B86004,HIGHFIELD SURGERY,E38000096,7686,156,100.00,100.00,52,100.00,283,100.00,51,100.00,1048,100.00,44,100.00
B86011,HILLFOOT SURGERY,E38000096,6993,110,100.00,99.93,61,0.00,247,96.77,49,100.00,982,100.00,47,95.83
B86014,ROBIN LANE HEALTH AND WELLBEING CENTRE,E38000096,12552,197,100.00,98.53,61,100.00,378,95.34,95,100.00,1613,87.00,93,95.83
B86015,MANOR PARK SURGERY,E38000096,14635,217,100.00,100.00,63,100.00,475,97.29,116,100.00,1886,100.00,100,100.00
B86017,CRAVEN ROAD MEDICAL PRACTICE,E38000096,11069,133,100.00,100.00,41,100.00,266,100.00,54,100.00,859,100.00,65,100.00
B86018,PUDSEY HEALTH CENTRE,E38000096,7246,148,100.00,100.00,56,100.00,322,100.00,72,100.00,1055,100.00,69,99.83
B86024,PRIORY VIEW MEDICAL CENTRE,E38000096,9058,150,100.00,91.87,42,100.00,353,95.83,82,100.00,1174,92.00,101,90.50
B86025,HYDE PARK SURGERY,E38000096,10002,58,100.00,72.60,21,100.00,176,97.83,35,100.00,574,100.00,35,96.83
B86028,DR JJ MCPEAKES PRACTICE,E38000096,3373,63,100.00,100.00,58,100.00,161,92.06,39,100.00,507,90.65,43,95.33
B86030,BURTON CROFT SURGERY,E38000096,10687,208,100.00,96.53,42,100.00,311,100.00,63,100.00,1238,100.00,63,100.00
B86038,GUISELEY AND YEADON MEDICAL PRACTICE,E38000096,11473,216,100.00,100.00,75,100.00,424,100.00,79,100.00,1775,100.00,87,100.00
B86041,VESPER ROAD,E38000096,6181,68,100.00,100.00,19,100.00,202,100.00,31,100.00,611,100.00,48,100.00
B86044,DR KJ MANOCK & PARTNERS,E38000096,24269,490,100.00,100.00,114,100.00,850,89.40,163,100.00,3024,99.35,152,97.00
B86047,RAWDON SURGERY,E38000096,7830,141,100.00,93.27,32,0.00,240,95.11,56,83.59,1135,100.00,51,100.00
B86050,WEST LODGE SURGERY,E38000096,17433,241,100.00,100.00,51,100.00,545,98.20,160,100.00,2344,100.00,137,96.00
B86051,YEADON TARN MEDICAL PRACTICE,E38000096,6542,132,100.00,100.00,45,100.00,262,100.00,55,100.00,914,100.00,44,100.00
B86052,PARK ROAD & MENSTON,E38000096,10693,257,100.00,100.00,56,100.00,400,100.00,74,100.00,1507,100.00,54,100.00
B86057,DR JA BROWNE'S PRACTICE,E38000096,15998,238,100.00,100.00,79,100.00,562,94.66,115,93.83,2071,100.00,161,96.50
B86058,DR KW MCGECHAEN & PARTNER,E38000096,4340,60,100.00,100.00,27,100.00,147,97.69,26,100.00,591,100.00,29,100.00
B86060,THORNTON MEDICAL CENTRE,E38000096,8873,152,100.00,97.53,40,100.00,373,87.14,80,100.00,1450,93.65,97,91.83
B86064,LEIGH VIEW MEDICAL PRACTICE,E38000096,16210,212,100.00,100.00,60,100.00,589,99.34,106,100.00,2020,100.00,120,99.00
B86067,THE DEKEYSER GROUP PRACTICE,E38000096,16673,234,100.00,100.00,80,100.00,559,96.49,129,100.00,1918,100.00,107,87.67
B86068,ABBEY GRANGE MEDICAL PRACTICE,E38000096,4995,86,100.00,100.00,28,100.00,208,93.34,72,100.00,579,100.00,28,87.33
B86069,BURLEY PARK MEDICAL CENTRE,E38000096,12981,105,100.00,74.20,50,100.00,205,100.00,62,100.00,831,100.00,68,100.00
B86071,WHITEHALL SURGERY,E38000096,8788,118,100.00,100.00,39,100.00,267,100.00,50,100.00,1128,100.00,53,100.00
B86074,FIELDHEAD SURGERY,E38000096,5102,80,100.00,100.00,18,100.00,149,95.66,27,100.00,555,100.00,20,100.00
B86086,LAUREL BANK SURGERY,E38000096,7062,56,100.00,92.40,21,100.00,117,100.00,27,100.00,431,100.00,19,100.00
B86094,DR S M CHEN & PARTNER,E38000096,4288,51,100.00,100.00,15,100.00,182,98.03,34,100.00,613,99.42,22,100.00
B86101,GILDERSOME HEALTH CENTRE,E38000096,3377,49,100.00,100.00,14,100.00,179,100.00,32,100.00,600,100.00,29,100.00
B86104,THE HIGHFIELD MEDICAL CENTRE,E38000096,4765,47,100.00,100.00,21,100.00,167,100.00,30,100.00,657,100.00,46,100.00
B86109,KIRKSTALL LANE MEDICAL CENTRE,E38000096,7978,66,100.00,100.00,10,100.00,132,85.91,25,100.00,507,96.31,27,98.33
B86110,LEEDS STUDENT MEDICAL PRACTICE,E38000096,37768,4,58.62,88.33,29,0.00,3,100.00,0,0.00,59,67.04,0,0.00
B86655,BEECH TREE MEDICAL CENTRE,E38000096,1957,13,100.00,100.00,13,100.00,68,100.00,16,100.00,254,100.00,15,100.00
B86672,HAWTHORN SURGERY,E38000096,5249,68,100.00,100.00,36,100.00,160,99.69,44,100.00,666,95.69,45,100.00
B86678,DR F GUPTA'S PRACTICE,E38000096,2780,41,100.00,100.00,12,100.00,101,100.00,26,99.72,549,100.00,29,100.00
B82017,WHITBY GROUP PRACTICE,E38000069,14415,355,100.00,95.33,110,100.00,678,91.11,155,100.00,2222,99.23,167,93.17
B82019,TOPCLIFFE SURGERY,E38000069,2885,44,100.00,98.60,21,0.00,75,100.00,21,100.00,408,100.00,17,100.00
B82022,GREAT AYTON SURGERY,E38000069,5549,143,100.00,100.00,31,100.00,262,100.00,33,100.00,883,100.00,58,100.00
B82023,CATTERICK VILLAGE SURGERY,E38000069,6427,116,100.00,100.00,30,100.00,240,100.00,60,100.00,949,100.00,46,100.00
B82029,ALDBROUGH ST JOHN SURGERY,E38000069,3145,87,100.00,91.87,15,100.00,114,100.00,26,100.00,473,100.00,27,94.17
B82034,QUAKERS LANE SURGERY,E38000069,6227,173,100.00,100.00,84,100.00,251,100.00,59,100.00,1157,100.00,65,100.00
B82035,SCORTON MEDICAL CENTRE,E38000069,3511,63,100.00,100.00,51,100.00,151,93.63,27,100.00,623,97.77,17,90.00
B82042,LAMBERT MEDICAL CENTRE,E38000069,8225,216,100.00,100.00,64,100.00,359,100.00,71,100.00,1443,100.00,56,100.00
B82044,STOKESLEY SURGERY,E38000069,9427,265,100.00,100.00,54,100.00,456,99.91,80,100.00,1496,98.62,42,98.50
B82045,CENTRAL DALES PRACTICE,E38000069,4263,103,100.00,100.00,22,100.00,187,100.00,29,100.00,764,100.00,26,100.00
B82046,STAITHES SURGERY,E38000069,2755,77,100.00,100.00,22,100.00,147,100.00,41,100.00,511,100.00,22,100.00
B82049,THIRSK DOCTORS SURGERY,E38000069,7108,177,100.00,100.00,48,100.00,286,100.00,39,100.00,1068,100.00,43,100.00
B82050,MOWBRAY HOUSE SURGERY,E38000069,19694,495,100.00,98.67,144,100.00,882,100.00,288,99.59,3299,100.00,163,100.00
B82062,EGTON SURGERY,E38000069,2283,47,100.00,100.00,20,100.00,102,100.00,39,100.00,403,100.00,24,96.67
B82066,GLEBE HOUSE SURGERY,E38000069,9417,250,100.00,100.00,94,100.00,387,100.00,59,100.00,1695,100.00,61,98.83
B82072,THE FRIARY SURGERY,E38000069,5823,108,100.00,100.00,39,100.00,257,100.00,56,100.00,936,100.00,38,100.00
B82075,MAYFORD HOUSE SURGERY,E38000069,9821,223,100.00,100.00,64,100.00,400,100.00,76,100.00,1423,100.00,46,98.17
B82078,LEYBURN MEDICAL PRACTICE,E38000069,5850,165,100.00,100.00,66,100.00,237,100.00,52,100.00,1173,100.00,43,100.00
B82086,THE DANBY PRACTICE,E38000069,2345,39,100.00,100.00,30,100.00,71,100.00,24,100.00,356,100.00,20,100.00
B82101,SLEIGHTS AND SANDSEND MEDICAL PRACTICE,E38000069,5151,162,100.00,100.00,45,100.00,296,100.00,102,100.00,957,100.00,77,100.00
B82104,HAREWOOD MEDICAL PRACTICE,E38000069,6633,48,100.00,100.00,46,100.00,116,98.66,8,100.00,486,100.00,14,99.33
B82622,REETH MEDICAL CENTRE,E38000069,1583,40,100.00,100.00,10,100.00,67,100.00,19,100.00,299,100.00,15,100.00
B82004,NIDDERDALE GROUP PRACTICE,E38000073,10393,250,100.00,100.00,66,100.00,425,100.00,156,100.00,1857,100.00,84,97.33
B82008,NORTH HOUSE SURGERY,E38000073,9097,210,100.00,100.00,68,100.00,390,100.00,71,100.00,1700,100.00,101,100.00
B82010,RIPON SPA SURGERY,E38000073,6970,169,100.00,100.00,41,100.00,333,100.00,73,100.00,1153,100.00,66,100.00
B82012,THE LEEDS ROAD PRACTICE,E38000073,13193,282,100.00,100.00,52,100.00,444,100.00,132,100.00,1668,100.00,81,100.00
B82013,THE MOSS PRACTICE,E38000073,20018,376,100.00,100.00,124,100.00,698,83.37,188,100.00,2418,100.00,123,97.67
B82014,KINGSWOOD SURGERY,E38000073,6881,136,100.00,96.07,33,100.00,248,96.71,47,99.86,912,100.00,43,96.83
B82016,EAST PARADE SURGERY,E38000073,7084,142,100.00,90.93,25,100.00,252,100.00,73,100.00,1043,100.00,57,100.00
B82027,THE SPA SURGERY,E38000073,10128,230,100.00,100.00,34,100.00,379,90.29,124,100.00,1312,100.00,66,95.50
B82030,DR AKESTER & PARTNERS,E38000073,5511,142,100.00,100.00,33,100.00,243,97.09,60,100.00,983,100.00,35,100.00
B82032,CHURCH LANE SURGERY,E38000073,10236,227,100.00,100.00,50,100.00,444,97.43,90,100.00,1619,100.00,58,99.67
B82036,DR INGRAM & PTRS,E38000073,7245,153,100.00,100.00,27,100.00,302,100.00,51,100.00,1007,100.00,44,100.00
B82057,SPRINGBANK SURGERY,E38000073,5722,134,100.00,100.00,20,100.00,203,98.09,26,100.00,734,100.00,45,99.50
B82059,CHURCH AVENUE MEDICAL GROUP,E38000073,11124,229,100.00,93.33,65,100.00,477,100.00,111,100.00,1686,100.00,87,98.50
B82060,EASTGATE MEDICAL GROUP,E38000073,11730,282,100.00,100.00,46,100.00,574,100.00,102,100.00,2047,100.00,116,100.00
B82067,STOCKWELL ROAD SURGERY,E38000073,6630,142,100.00,100.00,26,100.00,269,100.00,56,100.00,932,100.00,56,100.00
B82069,BEECH HOUSE SURGERY,E38000073,7778,204,100.00,100.00,33,100.00,326,98.17,70,100.00,1192,100.00,53,94.50
B82091,PARK PARADE SURGERY,E38000073,6460,148,100.00,100.00,24,100.00,246,100.00,52,100.00,917,100.00,32,100.00
B81002,DR AK CHOUDHARY & DR SR DANDA PRACTICE,E38000085,3478,32,100.00,100.00,14,100.00,149,91.00,17,100.00,528,100.00,27,96.00
B81008,EAST HULL FAMILY PRACTICE,E38000085,13794,189,96.86,100.00,95,95.00,576,99.11,110,92.17,2066,100.00,104,100.00
B81011,KINGSTON HEALTH (HULL),E38000085,8727,163,100.00,100.00,67,100.00,365,98.09,53,100.00,1353,100.00,49,99.67
B81017,KINGSTON MEDICAL GROUP,E38000085,7150,86,100.00,100.00,52,100.00,265,95.69,48,100.00,1024,100.00,30,100.00
B81018,DR RK AWAN AND PARTNERS,E38000085,6061,86,100.00,100.00,47,100.00,285,94.17,46,99.83,940,100.00,38,100.00
B81020,THE SUTTON MANOR SURGERY,E38000085,7445,107,100.00,98.00,100,100.00,308,100.00,63,100.00,1103,100.00,49,100.00
B81021,FAITH HOUSE SURGERY,E38000085,7645,133,100.00,100.00,44,100.00,319,98.31,66,100.00,1252,100.00,52,97.67
B81027,ST ANDREWS PRACTICE,E38000085,6235,100,100.00,99.67,41,0.00,284,84.40,78,78.45,892,82.65,67,87.83
B81032,WILBERFORCE SURGERY,E38000085,2919,18,100.00,95.67,27,100.00,83,98.77,12,98.72,354,100.00,14,100.00
B81035,THE AVENUES MEDICAL CENTRE,E38000085,5956,97,100.00,100.00,30,100.00,197,100.00,41,100.00,847,100.00,18,100.00
B81038,DR IA GALEA AND PARTNERS,E38000085,7259,99,100.00,100.00,33,100.00,367,100.00,63,100.00,1135,100.00,57,100.00
B81040,DR JAD WEIR & PARTNERS,E38000085,14828,144,100.00,89.87,80,40.00,579,94.86,63,98.83,1935,100.00,83,100.00
B81046,THE BRIDGE GROUP PRACTICE,E38000085,8994,119,100.00,100.00,36,100.00,407,95.97,72,100.00,1362,100.00,63,100.00
B81047,WOLSELEY MEDICAL CENTRE,E38000085,7048,63,100.00,98.33,42,100.00,211,97.09,40,100.00,943,100.00,28,99.33
